geoid,os_1990_total,os_1990_cem,os_1990_rec,os_1990_cons,os_1990_priv,os_1990_trail,os_1990_water,os_1990_other,os_2001_total,os_2001_cem,os_2001_rec,os_2001_cons,os_2001_priv,os_2001_trail,os_2001_water,os_2001_other,os_2005_total,os_2005_cem,os_2005_rec,os_2005_cons,os_2005_priv,os_2005_trail,os_2005_water,os_2005_other,os_2010_total,os_2010_cem,os_2010_rec,os_2010_cons,os_2010_priv,os_2010_trail,os_2010_water,os_2010_other,os_2013_total,os_2013_cem,os_2013_rec,os_2013_cons,os_2013_priv,os_2013_trail,os_2013_water,os_2013_other,id
60657,1.07011,,0.26537736,,0.0115556,,0.7879842,0.00519312,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,1.00101,,0.28473588,,0.01235088,,0.7039186,,0.313179,,0.08762336,,,,0.03789287,0.18766318,0.340917,,0.33433035,,,,0.00436182,0.00222496,174
60659,0.143594,0.04055084,0.0715458,0.00053451,,0.00522941,0.02102907,0.00470479,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.167186,0.04186963,0.10673086,0.00040201,,,0.01577243,0.00241104,0.163234,0.03640387,0.10501149,,,0.02134201,,0.0004762,0.168928,0.03640388,0.10501149,,,0.02613554,,0.00137705,175
60660,0.277465,0.00512847,0.05957933,,,,0.2127575,,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.270566,0.00488642,0.06668987,,,,0.19899008,,0.0583995,,0.02036786,,,,0.00016247,0.03786915,0.0625988,,0.04599733,,,,0.00053814,0.01606329,176
60661,0.00136631,,0.00136631,,,,,,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,,,,,,,,,0.00555535,,0.0028562,,,,,0.00269915,0.00330402,,0.00329502,,,,,9e-06,177
60706,0.40148,0.12883978,0.03121285,0.00086445,0.24043576,,,0.00012759,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.38742,0.12949385,0.03172277,0.00086455,0.22533903,,,,0.370444,0.12131498,0.0305233,,0.2183762,,,0.00022961,0.371491,0.12131501,0.03052335,,0.21837752,,,0.00127483,178
60707,0.184761,,0.0335242,0.00612238,0.13576776,,0.00544365,0.00390291,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.183636,0.00059755,0.03220547,0.00600708,0.13926722,,0.00555895,,0.165675,1.4e-07,0.02330213,0.00816548,0.13389347,,8.953e-05,0.00022383,0.165675,1.4e-07,0.02330214,0.00816545,0.13389347,,8.953e-05,0.00022383,179
60712,0.373709,0.00411231,0.0603323,,0.21524323,,0.0222907,0.07173097,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.366546,0.00454906,0.12896928,,0.21378213,,0.01779358,0.00145156,0.365642,0.00395107,0.05488062,,0.20920159,0.08154145,,0.01606777,0.365642,0.00395107,0.0548805,,0.20920159,0.08154146,,0.01606778,180
60714,1.35245,0.74669397,0.08153578,0.39633937,0.06455122,,0.00619283,0.05713877,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,1.36115,0.76276842,0.10045304,0.40303954,0.06460434,,0.00379565,0.02648676,1.2745,0.75108504,0.07435235,0.3746836,0.05457427,,0.01713937,0.00266228,1.27197,0.74780305,0.07435236,0.37682543,0.05514414,,0.01562372,0.00221707,181
60803,2.47393,1.05093079,0.25917663,,,,0.29032272,0.87350254,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,2.2455,1.04351558,0.20078128,0.12016227,0.00045157,,0.22414807,0.65644584,1.83806,1.01194286,0.16393003,0.24925936,3.962e-05,,0.06059424,0.35229053,1.83844,1.01195022,0.16393014,0.24925936,3.962e-05,,0.06059409,0.35266638,182
60804,0.43682,,0.07619082,,,,0.2031554,0.15747349,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.486358,,0.20087286,,,,0.15758028,0.12790518,0.546975,,0.22230577,,,,0.11297631,0.21169299,0.551323,,0.2242219,,,,0.11297627,0.21412524,183
60805,0.731456,0.49684755,0.04811535,,0.16343158,,,0.02306109,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,0.669678,0.4440867,0.0586872,,0.16036741,,0.00407831,0.0024582,0.624257,0.41837354,0.05957632,,0.13897617,,,0.00733078,0.560722,0.41837359,0.06413022,,0.07591579,,,0.00230218,184
60827,2.67618,0.14639701,0.15520177,0.93995538,0.23429143,0.0115754,0.57248052,0.6162798,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,2.52046,0.14582409,0.15991504,0.93066226,0.23005341,,0.59023732,0.46376931,2.10584,0.13561097,0.11147887,0.96483339,0.19393395,,0.34086075,0.3591232,2.11831,0.13561117,0.11517961,0.96505687,0.1939339,0.00029572,0.3594512,0.34877993,185
00002,12.6518,,,10.64169141,,0.04117453,1.16322865,0.80575354,tbi,tbi,tbi,tbi,tbi,tbi,tbi,tbi,12.6453,0.00188126,,11.20220052,0.00021737,0.17660395,1.15712316,0.10726028,12.4259,0.00157328,,11.78778117,6.94e-05,0.19290282,0.30213091,0.14147066,12.4259,0.00157328,,11.78761325,6.94e-05,0.19288302,0.30233818,0.14146678,2
